Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações;
73289;ACICLOVIR CREME 50MG/G 10G (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;10;10;0;R$ 6,98; R$ -   ;Ok;
73669;ACICLOVIR CREME 50MG/G 10G (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN RX;10;10;0;R$ 4,12; R$ -   ;Ok;
111177;ACIDIFICANTE ELSEVE SPRAY GLYCOLIC ULTRA GLOSS 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 28,96; R$ -   ;Ok;
73562;ACIDO ACETILSALICILICO 100MG 10CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ONE;20;20;0;R$ 2,09; R$ -   ;Ok;
119;ACIDO MEFENAMICO 500MG 12CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;1;1;0;R$ 7,56; R$ -   ;Ok;
73281;ACIDO MEFENAMICO 500MG 24CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;4;4;0;R$ 14,37; R$ -   ;Ok;
73321;ACIDO MEFENAMICO 500MG 24CP (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;7;7;0;R$ 11,62; R$ -   ;Ok;
73282;ACIDO MEFENAMICO 500MG 24CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;4;4;0;R$ 10,67; R$ -   ;Ok;
73432;ACIDO TRANEXAMICO 250MG 12CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;3;3;0;R$ 45,61; R$ -   ;Ok;
118149;ACIDO URSODESOXICOLICO 150MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;5;5;0;R$ 46,83; R$ -   ;Ok;
118267;ACIDO URSODESOXICOLICO 300MG 30CP (RANBAXY);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;4;4;0;R$ 81,83; R$ -   ;Ok;
1512;ACNASE GEL 20G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 39,78; R$ -   ;Ok;
764;ACNEZIL GEL 20G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 10,70; R$ -   ;Ok;
103088;ACNEZIL SECATIVO BIFAS  YUZI FR 20 ML;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;6;6;0;R$ 17,46; R$ -   ;Ok;
61353;ACU FRESH  COL 10ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;6;6;0;R$ 10,97; R$ -   ;Ok;
56154;ACULAR LS 5MG/ML COL 5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 56,75; R$ -   ;Ok;
1272;AD MUC TOPICO 10G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 43,11; R$ -   ;Ok;
1576;ADAPTIS 0.5 MG/ML SOL OFT 10 ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 22,63; R$ -   ;Ok;
1710;ADAPTIS 1% SOL OFT 10 ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 49,88; R$ -   ;Ok;
64813;ADDERA CAL 1.000UI C/ 30 CP REV;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 80,68; R$ -   ;Ok;
69435;ADDERA D3 10000UI C/10CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 91,83; R$ -   ;Ok;
73005;ADDERA D3 14000 UI C/ 4CAPS GEL;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 62,16; R$ -   ;Ok;
63919;ADDERA D3 2.000UI C/30 CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 66,87; R$ -   ;Ok;
60355;ADDERA D3 50.000UI C/4CPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 115,16; R$ -   ;Ok;
68999;ADDERA D3 50.000UI C/8CAPS GEL;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 201,42; R$ -   ;Ok;
72459;ADDERA D3 7.000UI C/10 CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 70,35; R$ -   ;Ok;
59466;ADDERA D3 7.000UI C/4CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 35,41; R$ -   ;Ok;
60354;ADDERA D3 7.000UI C/4CPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 35,41; R$ -   ;Ok;
65097;FRALDA PAMPERS PANTS GIGA XG 66 UNIDADES;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS INFANTIS;48;46;-2;R$ 95,46;-R$ 190,92;Perda;#N/D
502;ADINOS 0,5MG GEL 15G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 17,50; R$ -   ;Ok;
1227;ADINOS 5MG GEL 30G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 35,47; R$ -   ;Ok;
61688;ADIPEPT 20 MG C/ 28 CP REV;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 43,72; R$ -   ;Ok;
69006;ADIPEPT 40MG C/42CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 55,38; R$ -   ;Ok;
107463;ADOC LINEA STEVIA 60ML;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;3;3;0;R$ 11,23; R$ -   ;Ok;
58458;ADOC LINEA SUCRALOSE 25ML;PRINCIPAL > 6 - CONVENIÊNCIA > ADOCANTES;17;17;0;R$ 5,98; R$ -   ;Ok;
58459;ADOC LINEA SUCRALOSE 75ML;PRINCIPAL > 6 - CONVENIÊNCIA > ADOCANTES;3;3;0;R$ 11,99; R$ -   ;Ok;
1673;ADOLESS 0,015MG + 0,060MG C/28CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;1;1;0;R$ 38,83; R$ -   ;Ok;
688;AD-TIL GTS 20ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 18,41; R$ -   ;Ok;
56090;ADVANTAN 1 MG/G CR DERM 15G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 67,16; R$ -   ;Ok;
56330;ADVANTAN 1MG/G LOC DERM 20G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 90,06; R$ -   ;Ok;
70968;FRALDA HIPOPO CONFORT BAG SHORTINHO G 60 UNIDADES;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS INFANTIS;31;35;4;R$ 51,50;R$ 206,00;Sobra;
69014;ADVIL 12H 600MG C/2CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;9;9;0;R$ 5,59; R$ -   ;Ok;
65242;ADVIL 12H 600MG C/6CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;6;7;1;R$ 16,42;R$ 16,42;Sobra Justificada;
60604;ADVIL 400MG 8CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 15,69; R$ -   ;Ok;
60980;ADVIL 400MG C/16CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 28,77; R$ -   ;Ok;
139;ADVIL 400MG C/3 CPS GEL;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;18;18;0;R$ 5,57; R$ -   ;Ok;
65118;ADVIL 400MG ENV C/8CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;87;86;-1;R$ 14,13;-R$ 14,13;Similaridade;
64239;ADVIL MULHER 400MG C/10 CAP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 22,49; R$ -   ;Ok;
65098;FRALDA PAMPERS PANTS GIGA M 84 UNIDADES;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS INFANTIS;30;28;-2;R$ 95,04;-R$ 190,08;Perda;0
59813;AFOLIC 5MG C/20 CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;3;3;0;R$ 3,51; R$ -   ;Ok;
64184;TIRAS REAGENTES G-TECH MED GLICOSE C/ 25UUND;PRINCIPAL > 5 - PERFUMARIA > EQUIPAMENTOS DE SAUDE > APARELHOS E ACESSORIOS PARA SAÃšDE;1;6;5;R$ 39,15;R$ 195,75;Sobra;
59815;AFTLIV GTS 25ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 16,26; R$ -   ;Ok;
57413;AG BD ULTRA-FINE 5MM;PRINCIPAL > 5 - PERFUMARIA > EQUIPAMENTOS DE SAUDE > APARELHOS E ACESSORIOS PARA SAÃšDE;1;1;0;R$ 0,79; R$ -   ;Ok;
118691;AGLITIL 15MG 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 58,40; R$ -   ;Ok;
118692;AGLITIL 30MG 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 70,97; R$ -   ;Ok;
56962;AGUA BORICADA  3% C/100ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;3;3;0;R$ 2,27; R$ -   ;Ok;
59534;AGUA BORICADA ADV 100ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;3;3;0;R$ 3,09; R$ -   ;Ok;
59392;AGUA DE COLONIA MURIEL BABY ROSA 100ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;2;2;0;R$ 13,18; R$ -   ;Ok;
59532;AGUA INGLESA 450ML;PRINCIPAL > 3 - SIMILARES > OFICINAIS;1;1;0;R$ 10,72; R$ -   ;Ok;
1613;AGUA INGLESA 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;2;2;0;R$ 27,00; R$ -   ;Ok;
71934;AGUA INGLESA QUINA SOBRAL 430ML;PRINCIPAL > 3 - SIMILARES > OFICINAIS;4;4;0;R$ 12,60; R$ -   ;Ok;
71717;AGUA MICELAR BIOCAP 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 16,00; R$ -   ;Ok;
60650;AGUA MICELAR CICATRICURE 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 18,28; R$ -   ;Ok;
64268;AGUA MICELAR CICATRICURE 380ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 26,33; R$ -   ;Ok;
119248;AGUA MICELAR CLAREADORA LABOTRAT DERMO SKIN 110ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 14,84; R$ -   ;Ok;
111468;AGUA MICELAR FACIAL MONANGE ACIDO HIALURONICO 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;5;5;0;R$ 17,02; R$ -   ;Ok;
65980;AGUA MICELAR LABOTRAT 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;9;9;0;R$ 8,20; R$ -   ;Ok;
60896;AGUA MICELAR LOREAL 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;6;6;0;R$ 18,55; R$ -   ;Ok;
60525;AGUA MICELAR LOREAL 5 EM 1 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 21,36; R$ -   ;Ok;
64967;AGUA MICELAR LOREAL HIALURONICO 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 21,32; R$ -   ;Ok;
62397;AGUA MICELAR NIVEA MICELLAIR 7 EM 1 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;4;4;0;R$ 20,55; R$ -   ;Ok;
71254;AGUA MICELAR VULT 180ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 9,18; R$ -   ;Ok;
59841;AGUA MINERAL CRYSTAL C/GAS 500ML;PRINCIPAL > 6 - CONVENIÊNCIA > BEBIDAS;28;28;0;R$ 1,65; R$ -   ;Ok;
59729;AGUA MINERAL CRYSTAL S/GAS 1,5L;PRINCIPAL > 6 - CONVENIÊNCIA > BEBIDAS;30;30;0;R$ 2,84; R$ -   ;Ok;
73315;AMOXICILINA 250MG/5ML 150ML(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ULT ONE;114;94;-20;R$ 9,41;-R$ 188,20;Perda;#N/D
60449;AGUA OXI CREME YAMA  10V 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;2;2;0;R$ 3,25; R$ -   ;Ok;
73312;ACETILCISTEINA 20MG/ML XPE PED 120ML (GEOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;23;0;-23;R$ 8,01;-R$ 184,23;Perda;#N/D
61052;AGUA OXIG CR ALYNE 20VOL 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;6;6;0;R$ 1,88; R$ -   ;Ok;
61053;AGUA OXIG CR ALYNE 30VOL 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;5;5;0;R$ 2,10; R$ -   ;Ok;
61055;AGUA OXIG CR ALYNE 40VOL 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;10;10;0;R$ 2,25; R$ -   ;Ok;
66997;AZITROMICINA 1500MG 37,5ML SUSP EUROF;PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ULT ONE;13;8;-5;R$ 29,87;-R$ 149,35;Perda;#N/D
60736;AGUA OXIG CR FARMAX 30VOL 90ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;1;1;0;R$ 2,11; R$ -   ;Ok;
60330;MULETA MERCUR AXILAR ALUMINIO MED;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ORTOPEDICOS;2;1;-1;R$ 142,99;-R$ 142,99;Perda;#N/D
70151;AGUA OXIG FARMAX 40VOL 900ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > AGUA OXIGENADA;2;2;0;R$ 13,05; R$ -   ;Ok;
65309;AGUA TERMAL AVENE SPRAY C/ 300 ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 88,85; R$ -   ;Ok;
110928;SERUM FACIAL PRINCIPIA ANTI-IDADE MIX-02 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;3;6;3;R$ 54,89;R$ 164,67;Sobra;
56382;NORIPURUM EV GELO 5/5ML C/ 1UND;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;4;2;R$ 81,42;R$ 162,84;Sobra;
58149;AGUL BD 30X7 1UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > AGULHA E SERINGAS;1;1;0;R$ 0,28; R$ -   ;Ok;
69027;AGUL FINE PEN NEEDLE 4MM 100UN;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 62,41; R$ -   ;Ok;
62858;LC HID CERAVE PL EXT SECA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;4;2;-2;R$ 71,49;-R$ 142,98;Perda;#N/D
59753;AIDE 3 200UI GTS 10ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;5;5;0;R$ 48,08; R$ -   ;Ok;
95;ALBEL 200MG/5ML C/10ML;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;1;1;0;R$ 2,54; R$ -   ;Ok;
57;ALBEL 400MG C/1CP;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;20;20;0;R$ 1,77; R$ -   ;Ok;
61072;ALBEL 400MG C/3CP;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;6;6;0;R$ 4,47; R$ -   ;Ok;
73171;ALBENDAZOL 400MG 1CP MAST (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;8;8;0;R$ 1,21; R$ -   ;Ok;
62424;ALBENDAZOL 400MG 3CP MAST (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;16;16;0;R$ 3,27; R$ -   ;Ok;
62425;ALBENDAZOL 400MG 5CP MAST (PRATI);PRINCIPAL > 4 - DIAMANTES > DIAMANTE 1 - 10%;2;2;0;R$ 4,59; R$ -   ;Ok;
73177;ALBENDAZOL 400MG C/1 CP(MED);PRINCIPAL > 2 - GENÉRICOS > GEN RX;35;35;0;R$ 1,71; R$ -   ;Ok;
61660;APTAMIL PROFUTURA 1 800G;PRINCIPAL > 7 - LEITES E FRALDAS > FORMULAS INFANTIS;3;2;-1;R$ 85,35;-R$ 85,35;Ajustado;636130
73965;ALBENDAZOL 40MG/ML SUSP ORAL 10ML (GEOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 2,40; R$ -   ;Ok;
73170;ALBENDAZOL 40MG/ML SUSP ORAL 10ML (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;6;6;0;R$ 2,61; R$ -   ;Ok;
73169;ALBENDAZOL 40MG/ML SUSP ORAL 10ML (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;8;8;0;R$ 2,68; R$ -   ;Ok;
687;ALBOCRESIL C/6 OVULOS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 21,73; R$ -   ;Ok;
1210;ALBOCRESIL GEL 50G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 31,19; R$ -   ;Ok;
60324;ALCOLSTOP 100G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;1;1;0;R$ 41,10; R$ -   ;Ok;
61057;ALCOOL GEL ASEPLYNE  92G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;4;4;0;R$ 4,56; R$ -   ;Ok;
73453;AMOX+CLAV 250MG 75ML(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI;5;1;-4;R$ 33,63;-R$ 134,52;Perda;#N/D
60178;ALCOOL GEL GIOVANNA BABY CLASSIC 500ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;5;5;0;R$ 15,68; R$ -   ;Ok;
76290;ALCOOL GEL GIOVANNA BABY CLASSIC 60ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;4;4;0;R$ 4,31; R$ -   ;Ok;
56194;ALEKTOS 20 MG C/ 20 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 58,44; R$ -   ;Ok;
66158;ALEKTOS PED 2.5MG 120ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 72,73; R$ -   ;Ok;
73522;ALENDRONATO DE SODIO 70MG 4CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;7;7;0;R$ 2,64; R$ -   ;Ok;
66948;FRALDA HUGGIES SUPREME CARE ROUPA HIPER XG 48 UNIDADES;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS INFANTIS;15;13;-2;R$ 65,71;-R$ 131,42;Perda;#N/D
73554;ALENDRONATO DE SODIO 70MG 4CP (LEGRAND) FP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;7;7;0;R$ 2,37; R$ -   ;Ok;
56479;ALENIA  6/200MCG 60CPS REFIL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 78,75; R$ -   ;Ok;
56665;ALENIA  6/200MCG 60CPS+INAL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 103,47; R$ -   ;Ok;
60723;ALENIA 12/400MCG  60CPS REFIL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;19;19;0;R$ 114,01; R$ -   ;Ok;
60724;ALENIA 12/400MCG  60CPS+INAL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 134,19; R$ -   ;Ok;
60418;ALERADINA  0,5MG XPE  60ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 8,83; R$ -   ;Ok;
106251;ALERGOMINE 10 MG/G CR DERM 30 G;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;3;3;0;R$ 6,36; R$ -   ;Ok;
110930;SERUM FACIAL PRINCIPIA VIT C VC-10 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;4;7;3;R$ 53,20;R$ 159,60;Sobra;
103085;ALERGOMINE ANTIALERGICO 2 MG C/ 20 CP;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;2;2;0;R$ 3,29; R$ -   ;Ok;
66991;ALFAESTRADIOL 0,25MG/ML SOLUCAO 100ML + APLICADOR (BIOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;4;4;0;R$ 100,74; R$ -   ;Ok;
72447;TRIMETAZIDINA 35MG 30CP (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ULT ONE;2;7;5;R$ 31,00;R$ 155,00;Sobra;
94006;ALGESTONA +ENANTATO DE ESTRADIOL 150MG+10MG 1AMP (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN_ANTICONCEPCIONAL;7;7;0;R$ 9,46; R$ -   ;Ok;
58062;ALGI-ARTICULAR FR C/30 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 69,00; R$ -   ;Ok;
62204;ALGIE  150MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 39,97; R$ -   ;Ok;
111423;ALGILIVE 160MG 10CAPS (BIOSINTETICA);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 24,46; R$ -   ;Ok;
111424;ALGILIVE 320MG 10CAPS (BIOSINTETICA);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 41,44; R$ -   ;Ok;
1241;ALGINAC 1000 C/ 15CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;9;9;0;R$ 26,18; R$ -   ;Ok;
59616;ALGINAC RETARD C/ 10 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 47,37; R$ -   ;Ok;
75820;ALGO COTTON LINE BOLA COLORIDA 95G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;13;13;0;R$ 7,70; R$ -   ;Ok;
59708;ALGO COTTON LINE BOLAS COLORIDAS 50G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;6;6;0;R$ 4,25; R$ -   ;Ok;
59280;ALGO COTTON LINE HIDROFILO ROLO 50G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;3;3;0;R$ 3,70; R$ -   ;Ok;
59437;ALGO COTTONBABY ROLO C/ 50 G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;2;2;0;R$ 3,07; R$ -   ;Ok;
63553;ALGO CREMER  BOLA BCO 50G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;5;5;0;R$ 4,99; R$ -   ;Ok;
63555;ALGO CREMER  DISCO FACE LISA L100P85;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;5;5;0;R$ 14,65; R$ -   ;Ok;
58374;ALGO CREMER BOLAS 95G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ALGODAO;3;3;0;R$ 9,55; R$ -   ;Ok;
